2017-05-01,2017-05-01,3.7400399999999996
2017-05-02,2017-05-02,3.35951
2017-05-03,2017-05-03,3.5069999999999992
2017-05-04,2017-05-04,5.458129999999998
2017-05-05,2017-05-05,6.78785
2017-05-06,2017-05-06,2.23188
2017-05-07,2017-05-07,3.60796
2017-05-08,2017-05-08,3.4847399999999995
2017-05-09,2017-05-09,3.40508
2017-05-10,2017-05-10,7.871209999999998
2017-05-11,2017-05-11,5.5892100000000005
2017-05-12,2017-05-12,4.49233
2017-05-13,2017-05-13,2.7972699999999997
2017-05-14,2017-05-14,4.29361
2017-05-15,2017-05-15,4.9627
2017-05-16,2017-05-16,13.663343
2017-05-17,2017-05-17,8.407690000000002
2017-05-18,2017-05-18,5.6974599999999995
2017-05-19,2017-05-19,7.52963
2017-05-20,2017-05-20,6.875429999999999
2017-05-21,2017-05-21,5.151579999999999
2017-05-22,2017-05-22,1.74642
2017-05-23,2017-05-23,6.3136399999999995
2017-05-24,2017-05-24,8.34294
2017-05-25,2017-05-25,6.19679
2017-05-26,2017-05-26,6.738376
2017-05-27,2017-05-27,10.146889999999997
2017-05-28,2017-05-28,14.172870000000001
2017-05-29,2017-05-29,6.257050000000001
2017-05-30,2017-05-30,2.7285800000000004
2017-05-31,2017-05-31,2.9707890000000003
2017-06-01,2017-06-01,4.499639999999999
2017-06-02,2017-06-02,5.94281
2017-06-03,2017-06-03,7.0903302
2017-06-04,2017-06-04,24.9222926
2017-06-05,2017-06-05,0.38306
2017-06-06,2017-06-06,5.971156000000001
2017-06-07,2017-06-07,6.3320085
2017-06-08,2017-06-08,3.78808
2017-06-09,2017-06-09,3.7897100000000004
2017-06-10,2017-06-10,6.09749
2017-06-11,2017-06-11,4.5434600000000005
2017-06-12,2017-06-12,1.9618600000000002
2017-06-13,2017-06-13,6.925439999999999
2017-06-14,2017-06-14,7.094060000000001
2017-06-15,2017-06-15,6.751614000000002
2017-06-16,2017-06-16,5.62986
2017-06-17,2017-06-17,8.31418
2017-06-18,2017-06-18,1.69319
2017-06-19,2017-06-19,7.9865900000000005
2017-06-20,2017-06-20,7.0644100000000005
2017-06-21,2017-06-21,5.32921
2017-06-22,2017-06-22,5.700932000000001
2017-06-23,2017-06-23,13.8604
2017-06-24,2017-06-24,10.573825999999999
2017-06-25,2017-06-25,0.58632
2017-06-26,2017-06-26,7.179909999999999
2017-06-27,2017-06-27,4.0562499999999995
2017-06-28,2017-06-28,6.378338000000001
2017-06-29,2017-06-29,6.035710000000001
2017-06-30,2017-06-30,8.829010000000002
2017-07-01,2017-07-01,11.615724999999996
2017-07-02,2017-07-02,0.48799
2017-07-03,2017-07-03,15.874559999999997
2017-07-04,2017-07-04,7.4001
2017-07-05,2017-07-05,11.375712
2017-07-06,2017-07-06,11.051289999999998
2017-07-07,2017-07-07,10.211989999999998
2017-07-08,2017-07-08,2.6772599999999995
2017-07-09,2017-07-09,11.6685289
2017-07-10,2017-07-10,3.05889
2017-07-11,2017-07-11,4.72089
2017-07-12,2017-07-12,6.903470000000002
2017-07-13,2017-07-13,7.47554
2017-07-14,2017-07-14,4.41768
2017-07-15,2017-07-15,4.14968
2017-07-16,2017-07-16,5.137750000000001
2017-07-17,2017-07-17,4.497274999999999
2017-07-18,2017-07-18,5.89604
2017-07-19,2017-07-19,4.51544
2017-07-20,2017-07-20,3.5862700000000007
2017-07-21,2017-07-21,5.98176
2017-07-22,2017-07-22,7.0231
2017-07-23,2017-07-23,10.00792
2017-07-24,2017-07-24,3.376
2017-07-25,2017-07-25,4.83885
2017-07-26,2017-07-26,5.90188
2017-07-27,2017-07-27,8.24943
2017-07-28,2017-07-28,10.00553
2017-07-29,2017-07-29,9.667
2017-07-30,2017-07-30,6.681989999999999
2017-07-31,2017-07-31,4.8167
2017-08-01,2017-08-01,6.1511700000000005
2017-08-02,2017-08-02,8.723488000000003
2017-08-03,2017-08-03,7.522400000000003
2017-08-04,2017-08-04,5.00478
2017-08-05,2017-08-05,8.174349999999999
2017-08-06,2017-08-06,0.9932
2017-08-07,2017-08-07,1.86123
2017-08-08,2017-08-08,3.4315300000000004
2017-08-09,2017-08-09,3.9042599999999994
2017-08-10,2017-08-10,6.655929999999999
2017-08-11,2017-08-11,4.21316
2017-08-12,2017-08-12,9.553299999999998
2017-08-13,2017-08-13,2.068410000000001
2017-08-14,2017-08-14,2.7216400000000003
2017-08-15,2017-08-15,4.35304
2017-08-16,2017-08-16,5.973979999999998
2017-08-17,2017-08-17,7.87712
2017-08-18,2017-08-18,4.780360000000001
2017-08-19,2017-08-19,3.3184199999999997
2017-08-20,2017-08-20,5.32381
2017-08-21,2017-08-21,5.237990999999999
2017-08-22,2017-08-22,9.954221600000004
2017-08-23,2017-08-23,0.9961099999999999
2017-08-24,2017-08-24,9.86535
2017-08-25,2017-08-25,6.187349999999999
2017-08-26,2017-08-26,2.2304299999999997
2017-08-27,2017-08-27,3.68656
2017-08-28,2017-08-28,5.660100000000001
2017-08-29,2017-08-29,5.6987000000000005
2017-08-30,2017-08-30,7.58886
2017-08-31,2017-08-31,6.069609999999997
2017-09-01,2017-09-01,12.31513
2017-09-02,2017-09-02,9.339380000000002
2017-09-03,2017-09-03,5.27048
2017-09-04,2017-09-04,4.86964
2017-09-05,2017-09-05,2.5910200000000003
2017-09-06,2017-09-06,12.359100000000003
2017-09-07,2017-09-07,8.2668
2017-09-08,2017-09-08,5.713820000000002
2017-09-09,2017-09-09,5.724869999999999
2017-09-10,2017-09-10,8.46169
2017-09-11,2017-09-11,5.8637500000000005
2017-09-12,2017-09-12,7.952209999999999
2017-09-13,2017-09-13,7.79662
2017-09-14,2017-09-14,5.593669999999999
2017-09-15,2017-09-15,4.541989999999999
2017-09-16,2017-09-16,2.61852
2017-09-17,2017-09-17,3.1103300000000003
2017-09-18,2017-09-18,0.9244900000000001
2017-09-19,2017-09-19,5.254979999999998
2017-09-20,2017-09-20,3.0644400000000007
2017-09-21,2017-09-21,4.367619999999998
2017-09-22,2017-09-22,6.765420000000001
2017-09-23,2017-09-23,0.059160000000000004
2017-09-24,2017-09-24,1.0871799999999998
2017-09-25,2017-09-25,0.6286299999999998
2017-09-26,2017-09-26,4.88314
2017-09-27,2017-09-27,2.64421
2017-09-28,2017-09-28,4.28091
2017-09-29,2017-09-29,5.87054
2017-09-30,2017-09-30,1.5857599999999998
2017-10-01,2017-10-01,1.3516400000000002
2017-10-02,2017-10-02,0.3048
2017-10-03,2017-10-03,5.72354
2017-10-04,2017-10-04,4.00945
2017-10-05,2017-10-05,3.7924000000000007
2017-10-06,2017-10-06,2.75399
2017-10-07,2017-10-07,2.0748300000000004
2017-10-08,2017-10-08,1.73783
2017-10-09,2017-10-09,2.17048
2017-10-10,2017-10-10,6.3136199999999985
2017-10-11,2017-10-11,6.840869999999999
2017-10-12,2017-10-12,9.098552000000002
2017-10-13,2017-10-13,9.07823
2017-10-14,2017-10-14,2.6675199999999997
2017-10-15,2017-10-15,11.041722000000002
2017-10-16,2017-10-16,0.7456800000000001
2017-10-17,2017-10-17,6.044399999999999
2017-10-18,2017-10-18,6.065696
2017-10-19,2017-10-19,3.6032699999999998
2017-10-20,2017-10-20,5.027259999999999
2017-10-21,2017-10-21,3.48406
2017-10-22,2017-10-22,4.118449999999999
2017-10-23,2017-10-23,0.59421
